X,Y,Type,Date,Descriptions,PLN_AREA_C,PLN_AREA_N,REGION_C,REGION_N,RoadType
22109.8633973496,45336.6990240788,Accident,29/1/2018,Accident on SLE (towards BKE) between Woodlands Ave 12 Exit and Woodlands Ave 2 Exit with congestion till Upper Thomson Rd Exit.,MD,MANDAI,NR,NORTH REGION,expressway
34321.2221538364,30895.3690065765,Accident,28/1/2018,Accident on ECP (towards Changi Airport) before Tg Katong Rd Exit.,MP,MARINE PARADE,CR,CENTRAL REGION,expressway
30510.8035758079,31634.8500227464,Accident,28/1/2018,Accident on Queen Street (towards Rochor Road) after Ophir Road. Avoid right lane.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
35394.7145102602,37167.7379931973,Accident,28/1/2018,Accident on KPE (towards TPE) after Airport Rd Entrance. Avoid lane 3.,PL,PAYA LEBAR,ER,EAST REGION,expressway
30622.8961752632,37434.0780177638,Accident,28/1/2018,Accident on CTE (towards AYE) after AMK Ave 1 Exit.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway
30774.4726948788,34005.5509464026,Accident,28/1/2018,Accident on CTE (towards AYE) after PIE(Jurong) Exit with congestion till PIE(Jurong) Exit. Avoid lane 1.,KL,KALLANG,CR,CENTRAL REGION,expressway
16813.8045884805,36940.8399666514,Accident,28/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,expressway
26451.0950653402,34788.1210075784,Accident,28/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lanes 1 and 2.,NV,NOVENA,CR,CENTRAL REGION,expressway
34402.3957326345,33905.9100301428,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till CTE. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
30177.7420695715,34619.039011205,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd.,NV,NOVENA,CR,CENTRAL REGION,expressway
30346.3906483075,34606.0120234323,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway
28694.7662760229,32857.1409606154,Accident,27/1/2018,Accident on Newton Road (towards Newton Circus) after Evelyn Road with congestion. Avoid left lane.,NV,NOVENA,CR,CENTRAL REGION,non_expressway
32767.30997281,29381.852026688,Accident,27/1/2018,Accident on MCE (towards ECP) before ECP (Changi) Exit. Avoid lanes 3 and 4.,ME,MARINA EAST,CR,CENTRAL REGION,expressway
32131.9556370913,36155.6210093282,Accident,27/1/2018,Accident on Braddell Road (towards Tampines) after Upper Serangoon Road. Avoid left lane.,SG,SERANGOON,NER,NORTH-EAST REGION,non_expressway
36642.1011405981,34509.3200356187,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Jalan Eunos. Avoid lanes 1 and 2.,BD,BEDOK,ER,EAST REGION,expressway
22465.3961416744,46296.1020225714,Accident,26/1/2018,Accident on Woodlands Avenue 5 (towards Woodlands Avenue 3). Avoid right lane.,WD,WOODLANDS,NR,NORTH REGION,non_expressway
33637.3925420738,32576.8910249947,Accident,26/1/2018,Accident on Guillemard Road (towards Lorong 24a Geylang) after Lorong 24 Geylang. Avoid left lane.,GL,GEYLANG,CR,CENTRAL REGION,non_expressway
19408.2825604026,35514.2110203423,Accident,26/1/2018,Accident on PIE (towards Tuas) before Toh Guan Rd Exit.,CL,CLEMENTI,WR,WEST REGION,expressway
29271.8810162977,31308.9100325504,Accident,26/1/2018,Accident on Orchard Road (towards Bras Basah Rd) after Buyong Road. Avoid right lane.,MU,MUSEUM,CR,CENTRAL REGION,non_expressway
23230.9295158501,36767.4689452787,Accident,26/1/2018,Accident on PIE (towards Tuas) after BKE.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway
30763.2700520239,36888.262006669,Accident,26/1/2018,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit.,SG,SERANGOON,NER,NORTH-EAST REGION,expressway
33816.5905389501,34795.3589476654,Accident,26/1/2018,Accident on KPE (towards ECP) after Airport Rd Entrance with congestion till Airport Rd Entrance. Avoid lane 2.,GL,GEYLANG,CR,CENTRAL REGION,expressway
33816.5905389501,34795.3589476654,Accident,26/1/2018,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
18036.2813319061,41143.4409509812,Accident,26/1/2018,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit with congestion till Woodlands Rd Exit. Avoid lane 2.,CK,CHOA CHU KANG,WR,WEST REGION,expressway
31206.1199421518,35141.3399482111,Accident,25/1/2018,"Accident on CTE (towards SLE) after PIE(Changi) Exit with congestion till Moulmein Rd Exit. Avoid lanes 1, 2 and 3.",TP,TOA PAYOH,CR,CENTRAL REGION,expressway
24659.9365868678,36045.9489573896,Accident,25/1/2018,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lanes 3 and 4.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway
36781.1977192323,41129.9690499808,Accident,25/1/2018,Accident on TPE (towards SLE) after Tampines Flyover.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway
28871.8443469357,42010.3199651619,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit with congestion till Lentor Ave Exit. Avoid lanes 1 and 2.,YS,YISHUN,NR,NORTH REGION,expressway
20331.4229314977,32506.641017249,Accident,25/1/2018,Accident on AYE (towards Tuas) before  Clementi Ave 6 Exit with congestion till Clementi Rd Exit. Avoid lane 4.,CL,CLEMENTI,WR,WEST REGION,expressway
29154.6347008608,42052.659980574,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit. Avoid lane 4.,YS,YISHUN,NR,NORTH REGION,expressway
14705.3930646598,37226.0589869807,Accident,25/1/2018,Accident on Jurong West Avenue 2 (towards Corporation Road) after PIE.,JW,JURONG WEST,WR,WEST REGION,non_expressway
32359.9765082677,34020.7619867647,Accident,25/1/2018,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.,KL,KALLANG,CR,CENTRAL REGION,expressway
12896.8381431769,37455.2299801255,Accident,25/1/2018,Accident on PIE (towards Changi Airport) at Jalan Bahar Exit.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway
28605.1220063337,32774.3520276026,Accident,25/1/2018,Accident on Newton Circus (towards Woodlands) after Cavenagh Road.,NT,NEWTON,CR,CENTRAL REGION,non_expressway
28878.8462774928,34595.8200294752,Accident,25/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,expressway
30673.5754970058,42008.781013712,Accident,24/1/2018,Accident on SLE (towards BKE) after TPE Exit. Avoid lanes 1 and 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,expressway
31569.0199448212,34596.0000099217,Accident,24/1/2018,Accident on PIE (towards Tuas) after CTE(City) Exit. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,expressway
20932.5562148693,34993.738044059,Accident,24/1/2018,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lanes 1 and 2.,BT,BUKIT TIMAH,CR,CENTRAL REGION,expressway
38800.9911255653,32240.1699537082,Accident,24/1/2018,Accident on ECP (towards Changi Airport) after Siglap Rd Exit. Avoid lane 3.,BD,BEDOK,ER,EAST REGION,expressway
30119.5881203161,30896.0509811071,Accident,24/1/2018,Accident on Bras Basah Road (towards Raffles Boulevard) after Victoria Street.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,non_expressway
20298.1753031052,34721.9689691465,Accident,24/1/2018,Accident on Clementi Avenue 6 (towards Clementi Loop) after PIE. Avoid left lane.,CL,CLEMENTI,WR,WEST REGION,expressway
33878.6669046979,34843.5619791643,Accident,24/1/2018,Accident on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,expressway
25265.3786980255,43193.9299672232,Accident,23/1/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
29159.5578080059,30613.720957821,Accident,23/1/2018,Accident on Clemenceau Avenue near Clemenceau Avenue/River Valley Road Junction.,MU,MUSEUM,CR,CENTRAL REGION,expressway
25376.7745219839,43032.6909628305,Accident,23/1/2018,Accident on SLE (towards CTE) after Mandai Ave Exit with congestion till Woodlands Ave 12 Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,expressway
31235.3534553296,30547.2400253033,Accident,23/1/2018,Accident on ECP (towards City) at Rochor Rd Exit.,DT,DOWNTOWN CORE,CR,CENTRAL REGION,expressway
20411.5053295819,32419.8910204075,Accident,23/1/2018,Accident on AYE (towards Tuas) after Clementi Ave 2 Exit with congestion till Buona Vista exit.,CL,CLEMENTI,WR,WEST REGION,expressway
44005.8764003148,34979.6909451861,Accident,23/1/2018,Accident on ECP (towards Changi Airport) before PIE Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,expressway
27845.409547169,34231.3009797271,Accident,22/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.,NV,NOVENA,CR,CENTRAL REGION,expressway
39599.8611220954,32460.9490091252,Accident,22/1/2018,Accident on ECP (towards City) after East Coast Park Carpark F3 Exit. Avoid lane 1.,BD,BEDOK,ER,EAST REGION,expressway
42228.962331455,38025.7889749094,Accident,22/1/2018,Accident on TPE (towards SLE) after Tampines Ave 7 Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,expressway
12411.9153146815,33883.3590240173,Accident,22/1/2018,Accident on AYE (towards Tuas) before Pioneer Rd Entrance. Avoid lane 1.,PN,PIONEER,WR,WEST REGION,expressway
16298.1154286288,37235.6989562096,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Entrance. Jurong East Ave 1 Entrance closed.,JE,JURONG EAST,WR,WEST REGION,expressway
16438.2376715501,37199.6089545958,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Exit. Jurong East Ave 1 Exit closed.,JE,JURONG EAST,WR,WEST REGION,expressway
11518.2147184667,36014.6479689822,Accident,22/1/2018,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth. Avoid lane 1.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,expressway
33677.3590624972,34106.8589961775,Accident,22/1/2018,Accident on KPE (towards TPE) after Sims Ave Entrance with congestion till PIE Exit. Avoid lane 3.,GL,GEYLANG,CR,CENTRAL REGION,expressway
27714.8880247807,33515.499987474,Accident,22/1/2018,Accident on Dunearn Road (towards City) after Wayang Satu Flyover. Avoid left lane.,NV,NOVENA,CR,CENTRAL REGION,non_expressway
26375.7834765264,41820.5119576114,Accident,22/1/2018,Accident on SLE (towards CTE) at Upper Thomson Rd Exit.,YS,YISHUN,NR,NORTH REGION,expressway
30565.5334972216,42507.9489651506,Accident,22/1/2018,Accident on SLE (towards CTE) at Seletar West Link Entrance.,SE,SENGKANG,NER,NORTH-EAST REGION,expressway
16667.5097236117,37074.4300267262,Accident,20/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,expressway
